true_values,predicted_values,difference
6.74,6.902271337451461,0.16227133745146105
7.5,6.47157748133385,1.02842251866615
6.95,6.588050703949916,0.3619492960500841
4.93,5.9383503660023464,1.0083503660023467
7.36,6.799741082311873,0.5602589176881274
6.52,6.7350549251764615,0.21505492517646196
4.79,4.529795659427986,0.260204340572014
3.53,5.005071311259002,1.475071311259002
6.97,7.132785108880942,0.162785108880942
6.01,6.315053780898144,0.3050537808981444
6.37,5.904731210630818,0.4652687893691825
6.2,6.29964598426868,0.09964598426867965
6.26,6.762407740083729,0.5024077400837292
5.5,4.004553808169154,1.4954461918308457
6.47610799251537,6.2494250384932295,0.22668295402214067
7.43,7.719464518437192,0.28946451843719245
6.03,6.281043088548105,0.251043088548105
6.37,6.2368295876111475,0.13317041238885263
5.61,5.471329272563376,0.13867072743662412
6.53,6.118018177549243,0.4119818224507572
6.15,6.805006873370295,0.6550068733702945
6.86,7.231355178833187,0.3713551788331868
4.78,4.808005474185771,0.02800547418577093
8.57,8.199166530091164,0.3708334699088365
5.38,5.51201363262733,0.1320136326273298
6.04,4.796315631286005,1.2436843687139953
7.42,6.796376297320318,0.6236237026796818
7.16,6.736471759766145,0.42352824023385516
5.93,5.866688814604008,0.06331118539599156
8.12,7.970033886912672,0.1499661130873271
6.26,6.626211599493421,0.36621159949342097
7.35,7.010485210621216,0.339514789378784
6.54,6.11309878721364,0.42690121278636006
4.03,4.972702083410573,0.9427020834105724
6.26,6.5467691081339625,0.2867691081339627
7.29,7.0754406304946285,0.21455936950537158
6.92,7.303439236338496,0.3834392363384964
5.57,6.252296721973035,0.6822967219730351
4.4,4.530426418001802,0.130426418001802
7.74,7.993637467680754,0.253637467680754
7.16,7.124516572258688,0.03548342774131186
7.25,6.1326927420842114,1.1173072579157886
6.65,6.708313850811175,0.05831385081117446
5.15,5.1220675646747615,0.027932435325238814
5.44,5.864284577491518,0.4242845774915178
6.15,6.658541810494106,0.5085418104941057
6.24,5.742663818750325,0.4973361812496755
5.43,5.821714902885744,0.3917149028857443
5.8,7.040443188506485,1.240443188506485
4.72,4.9492684831513305,0.22926848315133075
7.2,6.953050739014561,0.24694926098543935
4.36,5.032393406805091,0.6723934068050905
5.13,5.431515022031466,0.30151502203146574
6.9,6.977109166833859,0.07710916683385882
5.73,5.844155152219632,0.1141551522196318
6.71,5.697904016749688,1.0120959832503118
5.5,5.944207093549448,0.44420709354944776
5.09,5.563940829520643,0.4739408295206431
6.0,5.7981445652101264,0.20185543478987356
6.48,6.104181082066204,0.3758189179337963
7.42,7.142019657674095,0.27798034232590485
6.03,6.697277416137308,0.6672774161373081
